Fecha,cantidad,precio_promedio,Precio_Urea_MAG,Promedio_precipitaciones_Pichincha,Evento_Excepcion,Lag_1,Lag_2,Lag_12,Precio_Lag_1,EWMA_3m,Trimestre,Mes_Num,Producto
2023-11-01,517.0,795.75,33.83,134.35,1.0,264.0,270.0,69.0,346.22222222222223,305.7829305838692,4,11,CALDOLOMITA 50 KG (NACIONAL)
2023-12-01,444.0,335.875,32.41,146.85000000000002,1.0,517.0,264.0,260.0,795.75,411.3914652919346,4,12,CALDOLOMITA 50 KG (NACIONAL)
2024-01-01,72.0,96.33333333333333,31.1,112.5,1.0,444.0,517.0,366.0,335.875,427.69573264596727,1,1,CALDOLOMITA 50 KG (NACIONAL)
2024-02-01,215.0,514.0,24.19,159.5,1.0,72.0,444.0,200.0,96.33333333333333,249.84786632298363,1,2,CALDOLOMITA 50 KG (NACIONAL)
2024-03-01,54.0,66.33333333333333,26.27,102.45,0.0,215.0,72.0,375.0,514.0,232.42393316149182,1,3,CALDOLOMITA 50 KG (NACIONAL)
2024-04-01,196.0,141.41176470588235,29.61,174.8,1.0,54.0,215.0,156.0,66.33333333333333,143.21196658074592,2,4,CALDOLOMITA 50 KG (NACIONAL)
2024-05-01,328.0,319.4166666666667,28.91,162.25,0.0,196.0,54.0,459.0,141.41176470588235,169.60598329037296,2,5,CALDOLOMITA 50 KG (NACIONAL)
2024-06-01,255.0,189.5,27.78,205.8,0.0,328.0,196.0,452.0,319.4166666666667,248.80299164518647,2,6,CALDOLOMITA 50 KG (NACIONAL)
2024-07-01,194.0,163.64285714285714,27.92,100.4,0.0,255.0,328.0,237.0,189.5,251.90149582259323,3,7,CALDOLOMITA 50 KG (NACIONAL)
2024-08-01,73.0,122.85714285714286,28.28,67.15,0.0,194.0,255.0,532.0,163.64285714285714,222.95074791129662,3,8,CALDOLOMITA 50 KG (NACIONAL)
2024-09-01,364.0,591.1428571428571,28.3,86.35,1.0,73.0,194.0,270.0,122.85714285714286,147.9753739556483,3,9,CALDOLOMITA 50 KG (NACIONAL)
2024-10-01,153.0,178.3,28.11,104.75,1.0,364.0,73.0,264.0,591.1428571428571,255.98768697782415,4,10,CALDOLOMITA 50 KG (NACIONAL)
2024-11-01,141.0,124.3076923076923,28.18,56.199999999999996,1.0,153.0,364.0,517.0,178.3,204.4938434889121,4,11,CALDOLOMITA 50 KG (NACIONAL)
2024-12-01,78.0,120.25,28.66,150.3,1.0,141.0,153.0,444.0,124.3076923076923,172.74692174445605,4,12,CALDOLOMITA 50 KG (NACIONAL)
2025-01-01,80.0,66.92857142857143,27.8,134.3,0.0,78.0,141.0,72.0,120.25,125.37346087222802,1,1,CALDOLOMITA 50 KG (NACIONAL)
2025-02-01,175.0,300.85714285714283,28.2,194.85,0.0,80.0,78.0,215.0,66.92857142857143,102.686730436114,1,2,CALDOLOMITA 50 KG (NACIONAL)
2025-03-01,107.0,153.0,27.72,234.95,0.0,175.0,80.0,54.0,300.85714285714283,138.843365218057,1,3,CALDOLOMITA 50 KG (NACIONAL)
2025-04-01,55.0,118.0,28.25,215.05,1.0,107.0,175.0,196.0,153.0,122.9216826090285,2,4,CALDOLOMITA 50 KG (NACIONAL)
2025-05-01,255.0,321.94444444444446,28.41,247.9,0.0,55.0,107.0,328.0,118.0,88.96084130451425,2,5,CALDOLOMITA 50 KG (NACIONAL)
2025-06-01,59.0,95.375,28.66,245.85000000000002,0.0,255.0,55.0,255.0,321.94444444444446,171.98042065225712,2,6,CALDOLOMITA 50 KG (NACIONAL)
2025-07-01,147.0,149.16666666666666,29.64,228.25,0.0,59.0,255.0,194.0,95.375,115.49021032612856,3,7,CALDOLOMITA 50 KG (NACIONAL)
2025-08-01,93.0,92.83333333333333,29.84,138.4,0.0,147.0,59.0,73.0,149.16666666666666,131.2451051630643,3,8,CALDOLOMITA 50 KG (NACIONAL)
2025-09-01,348.0,568.7142857142857,30.29,118.4,1.0,93.0,147.0,364.0,92.83333333333333,112.12255258153215,3,9,CALDOLOMITA 50 KG (NACIONAL)
2025-10-01,149.0,161.9,31.52,186.10000000000002,1.0,348.0,93.0,153.0,568.7142857142857,230.06127629076607,4,10,CALDOLOMITA 50 KG (NACIONAL)
2025-11-01,110.0,82.5,31.51,169.1,0.0,149.0,348.0,141.0,161.9,189.53063814538302,4,11,CALDOLOMITA 50 KG (NACIONAL)
2025-12-01,429.0,782.2285714285715,31.63,23.0,0.0,110.0,149.0,78.0,82.5,149.7653190726915,4,12,CALDOLOMITA 50 KG (NACIONAL)
2026-01-01,303.0,310.61538461538464,31.63,23.0,0.0,429.0,110.0,80.0,782.2285714285715,289.3826595363457,1,1,CALDOLOMITA 50 KG (NACIONAL)
